,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,IsWeekend,Day_Monday,Day_Tuesday,Day_Wednesday,Day_Thursday,Day_Friday,Day_Saturday,Day_Sunday
8555,0.4,804,0.9,489,77,1262,73.0,698,630,-1.3,46.3,0.2635,2005,3,2,5,0,0,0,1,0,0,0,0
8556,0.5,831,1.4,537,124,1158,96.0,722,768,-1.2,47.2,0.27,2005,3,2,6,0,0,0,1,0,0,0,0
8557,0.7,881,3.5,680,159,1023,110.0,813,866,-1.3,47.5,0.2702,2005,3,2,7,0,0,0,1,0,0,0,0
8558,2.4,1099,11.0,1013,396,690,150.0,1056,1254,-1.9,51.4,0.2801,2005,3,2,8,0,0,0,1,0,0,0,0
8559,2.8,1100,12.4,1065,479,669,169.0,1072,1347,-0.5,45.9,0.2763,2005,3,2,9,0,0,0,1,0,0,0,0
8560,2.0,1042,8.3,910,438,774,181.0,922,1216,4.6,32.5,0.2783,2005,3,2,10,0,0,0,1,0,0,0,0
8561,2.2,1026,8.9,935,466,747,187.0,942,1151,7.5,24.3,0.2528,2005,3,2,11,0,0,0,1,0,0,0,0
8562,1.4,905,5.7,796,288,900,146.0,767,699,9.6,18.8,0.2246,2005,3,2,12,0,0,0,1,0,0,0,0
8563,1.2,891,5.5,790,205,927,131.0,764,584,9.3,18.4,0.2157,2005,3,2,13,0,0,0,1,0,0,0,0
8564,1.9,968,9.0,938,311,790,161.0,897,836,9.7,18.6,0.2244,2005,3,2,14,0,0,0,1,0,0,0,0
8565,1.3,909,6.3,826,246,898,143.0,802,626,10.1,16.7,0.2062,2005,3,2,15,0,0,0,1,0,0,0,0
8566,2.0,938,9.1,945,356,804,176.0,855,878,11.8,13.5,0.1862,2005,3,2,16,0,0,0,1,0,0,0,0
8567,2.0,971,8.4,917,397,802,178.0,885,952,11.6,15.3,0.2086,2005,3,2,17,0,0,0,1,0,0,0,0
8568,3.4,1148,17.5,1226,579,624,207.0,1126,1460,9.1,19.2,0.2225,2005,3,2,18,0,0,0,1,0,0,0,0
8571,2.8,1180,11.1,1020,473,656,199.0,1054,1629,5.1,36.4,0.323,2005,3,2,21,0,0,0,1,0,0,0,0
8572,1.6,1070,6.2,821,300,754,170.0,936,1454,4.8,39.6,0.344,2005,3,2,22,0,0,0,1,0,0,0,0
8573,1.4,1031,5.0,763,235,818,153.0,905,1348,5.0,39.6,0.3479,2005,3,2,23,0,0,0,1,0,0,0,0
8574,1.4,1047,5.3,778,207,799,140.0,907,1326,4.1,41.7,0.3456,2005,3,3,0,0,0,0,0,1,0,0,0
8575,1.4,1030,4.2,724,204,832,138.0,893,1285,4.4,43.3,0.3656,2005,3,3,1,0,0,0,0,1,0,0,0
8576,1.1,986,3.5,682,155,875,117.0,884,1205,3.8,45.9,0.3728,2005,3,3,2,0,0,0,0,1,0,0,0
8577,0.9,992,3.0,655,167,876,118.0,887,1220,3.6,49.7,0.396,2005,3,3,3,0,0,0,0,1,0,0,0
8578,1.0,1076,4.1,715,179,783,119.0,947,1448,3.4,56.3,0.4455,2005,3,3,4,0,0,0,0,1,0,0,0
8579,1.0,1104,4.0,713,143,754,108.0,1001,1433,2.9,67.9,0.5183,2005,3,3,5,0,0,0,0,1,0,0,0
8580,1.2,1160,5.1,770,212,702,121.0,1063,1447,2.8,74.1,0.5618,2005,3,3,6,0,0,0,0,1,0,0,0
8581,1.4,1217,6.7,846,263,650,136.0,1120,1481,2.9,75.6,0.5742,2005,3,3,7,0,0,0,0,1,0,0,0
8582,3.0,1457,15.6,1167,648,496,175.0,1422,1785,3.8,72.4,0.5867,2005,3,3,8,0,0,0,0,1,0,0,0
8584,2.1,1111,8.8,931,389,687,186.0,1069,1368,7.3,39.4,0.4035,2005,3,3,10,0,0,0,0,1,0,0,0
8585,2.0,1165,6.9,852,438,692,177.0,1155,1197,3.6,75.9,0.6055,2005,3,3,11,0,0,0,0,1,0,0,0
8586,1.6,1129,5.4,783,282,757,147.0,1127,1084,3.6,78.6,0.6283,2005,3,3,12,0,0,0,0,1,0,0,0
8587,1.4,1092,4.9,759,268,773,150.0,1088,1039,5.3,69.2,0.6213,2005,3,3,13,0,0,0,0,1,0,0,0
8588,1.6,1096,5.3,777,248,767,148.0,1107,961,6.1,66.0,0.6255,2005,3,3,14,0,0,0,0,1,0,0,0
8589,1.5,1108,5.4,783,272,758,151.0,1115,964,6.0,70.1,0.6577,2005,3,3,15,0,0,0,0,1,0,0,0
8590,1.7,1124,5.5,787,291,740,151.0,1147,941,6.3,72.1,0.6907,2005,3,3,16,0,0,0,0,1,0,0,0
8591,1.9,1216,7.5,879,363,670,165.0,1252,1111,6.3,75.7,0.7252,2005,3,3,17,0,0,0,0,1,0,0,0
8592,3.8,1437,16.7,1202,660,507,197.0,1510,1459,5.6,80.4,0.7382,2005,3,3,18,0,0,0,0,1,0,0,0
8594,4.2,1396,15.5,1164,639,508,196.0,1488,1412,4.3,84.0,0.7051,2005,3,3,20,0,0,0,0,1,0,0,0
8595,3.8,1285,10.9,1013,574,568,192.0,1331,1336,4.3,83.6,0.7025,2005,3,3,21,0,0,0,0,1,0,0,0
8596,2.3,1206,8.7,928,373,621,161.0,1235,1285,4.6,82.5,0.7066,2005,3,3,22,0,0,0,0,1,0,0,0
8597,2.1,1179,7.3,868,330,664,156.0,1205,1240,4.4,82.0,0.6938,2005,3,3,23,0,0,0,0,1,0,0,0
8598,2.3,1213,7.5,877,336,654,158.0,1206,1282,4.3,80.9,0.6791,2005,3,4,0,0,0,0,0,0,1,0,0
8599,2.3,1142,6.8,849,347,680,154.0,1173,1189,4.1,81.2,0.6721,2005,3,4,1,0,0,0,0,0,1,0,0
8600,1.7,1089,4.7,750,241,765,138.0,1108,1117,3.9,80.9,0.6613,2005,3,4,2,0,0,0,0,0,1,0,0
8601,1.2,982,2.5,617,168,891,115.0,977,1024,4.5,70.6,0.6004,2005,3,4,3,0,0,0,0,0,1,0,0
8602,0.6,888,1.3,526,96,1134,92.0,912,744,4.5,65.1,0.5547,2005,3,4,4,0,0,0,0,0,1,0,0
8603,0.9,979,2.2,602,147,925,103.0,993,928,4.0,75.2,0.6161,2005,3,4,5,0,0,0,0,0,1,0,0
8604,1.1,1023,3.6,690,210,833,117.0,1049,1006,3.7,76.4,0.6164,2005,3,4,6,0,0,0,0,0,1,0,0
8605,1.9,1153,7.5,878,409,682,139.0,1180,1173,3.1,77.3,0.5985,2005,3,4,7,0,0,0,0,0,1,0,0
8609,3.3,1280,15.5,1165,583,533,192.0,1435,1605,7.6,59.8,0.6245,2005,3,4,11,0,0,0,0,0,1,0,0
8610,3.3,1330,14.9,1145,597,537,188.0,1399,1668,8.6,57.6,0.6471,2005,3,4,12,0,0,0,0,0,1,0,0
8611,3.4,1349,16.4,1193,550,507,189.0,1493,1710,10.9,52.4,0.6826,2005,3,4,13,0,0,0,0,0,1,0,0
8612,3.6,1349,15.6,1167,499,515,192.0,1443,1632,12.3,48.3,0.6871,2005,3,4,14,0,0,0,0,0,1,0,0
8613,3.9,1344,16.1,1182,470,525,194.0,1411,1545,12.5,43.4,0.6298,2005,3,4,15,0,0,0,0,0,1,0,0
8614,4.8,1337,16.6,1198,568,521,217.0,1401,1557,11.9,42.3,0.5902,2005,3,4,16,0,0,0,0,0,1,0,0
8615,3.9,1316,15.9,1177,525,544,178.0,1392,1529,12.3,41.2,0.5867,2005,3,4,17,0,0,0,0,0,1,0,0
8616,3.6,1253,13.3,1094,481,575,183.0,1327,1430,10.8,48.1,0.6235,2005,3,4,18,0,0,0,0,0,1,0,0
8617,3.6,1258,14.9,1144,414,558,189.0,1336,1509,8.9,52.5,0.5996,2005,3,4,19,0,0,0,0,0,1,0,0
8618,4.6,1326,18.5,1253,565,514,225.0,1479,1615,8.4,54.7,0.6057,2005,3,4,20,0,0,0,0,0,1,0,0
8619,2.3,1109,7.9,896,303,710,175.0,1132,1242,7.5,58.7,0.6112,2005,3,4,21,0,0,0,0,0,1,0,0
8620,1.6,1029,5.0,762,221,820,153.0,1049,1065,6.9,60.0,0.5977,2005,3,4,22,0,0,0,0,0,1,0,0
8621,1.8,1112,6.5,833,260,759,156.0,1104,1180,6.6,61.3,0.5995,2005,3,4,23,0,0,0,0,0,1,0,0
8622,2.2,1100,6.0,810,327,768,172.0,1070,1158,6.3,59.8,0.5761,2005,3,5,0,1,0,0,0,0,0,1,0
8623,2.1,1136,6.8,849,344,715,164.0,1132,1216,5.4,65.8,0.5935,2005,3,5,1,1,0,0,0,0,0,1,0
8624,1.7,1000,4.0,712,270,848,157.0,989,971,5.8,59.6,0.5523,2005,3,5,2,1,0,0,0,0,0,1,0
8625,1.5,1041,4.4,732,230,789,146.5,1003,1076,4.9,62.6,0.5477,2005,3,5,3,1,0,0,0,0,0,1,0
8626,1.3,1009,4.0,710,191,819,136.0,974,1011,4.4,63.9,0.5385,2005,3,5,4,1,0,0,0,0,0,1,0
8627,1.1,975,3.5,681,136,889,110.0,948,813,4.2,62.5,0.5191,2005,3,5,5,1,0,0,0,0,0,1,0
8628,1.1,993,4.3,727,194,810,128.0,989,1001,3.1,68.6,0.5302,2005,3,5,6,1,0,0,0,0,0,1,0
8629,0.8,872,2.0,587,168,1082,132.0,866,655,4.6,54.6,0.4682,2005,3,5,7,1,0,0,0,0,0,1,0
8630,1.3,1017,6.1,818,254,842,156.0,1034,933,5.0,54.5,0.4788,2005,3,5,8,1,0,0,0,0,0,1,0
8631,2.3,1070,8.7,928,410,701,185.0,1112,1088,7.0,48.1,0.4847,2005,3,5,9,1,0,0,0,0,0,1,0
8632,1.1,915,3.1,658,166,957,121.0,866,562,10.0,37.7,0.4643,2005,3,5,10,1,0,0,0,0,0,1,0
8633,1.1,978,5.2,772,162,870,117.0,955,586,13.0,30.3,0.452,2005,3,5,11,1,0,0,0,0,0,1,0
8634,1.5,968,5.3,777,188,830,133.0,929,617,14.0,28.1,0.4476,2005,3,5,12,1,0,0,0,0,0,1,0
8635,1.6,1008,6.7,843,199,787,136.0,998,705,13.3,28.9,0.4399,2005,3,5,13,1,0,0,0,0,0,1,0
8636,2.2,1025,8.3,913,272,724,162.0,1035,814,13.4,29.0,0.4436,2005,3,5,14,1,0,0,0,0,0,1,0
8637,1.5,983,5.9,806,180,820,132.0,966,615,13.5,28.3,0.4374,2005,3,5,15,1,0,0,0,0,0,1,0
8638,1.8,1018,7.3,868,255,751,162.0,1015,804,13.0,29.7,0.442,2005,3,5,16,1,0,0,0,0,0,1,0
8639,2.0,1101,8.4,916,251,721,159.0,1125,861,11.6,38.7,0.5271,2005,3,5,17,1,0,0,0,0,0,1,0
8640,1.9,1116,7.7,888,258,695,156.0,1176,980,8.6,56.3,0.6312,2005,3,5,18,1,0,0,0,0,0,1,0
8641,2.5,1161,9.1,945,344,654,177.0,1205,1077,8.5,57.9,0.6435,2005,3,5,19,1,0,0,0,0,0,1,0
8642,2.6,1212,10.9,1010,380,622,185.0,1284,1214,7.8,63.4,0.6735,2005,3,5,20,1,0,0,0,0,0,1,0
8643,3.2,1225,10.2,985,464,635,199.0,1255,1169,7.2,69.5,0.7084,2005,3,5,21,1,0,0,0,0,0,1,0
8644,2.2,1154,7.8,891,304,697,166.0,1197,1079,6.5,74.7,0.7248,2005,3,5,22,1,0,0,0,0,0,1,0
8645,1.9,1140,7.0,856,258,707,152.0,1171,1147,6.5,73.9,0.7224,2005,3,5,23,1,0,0,0,0,0,1,0
8646,2.4,1201,9.2,949,358,665,170.0,1220,1260,6.8,72.1,0.7143,2005,3,6,0,1,0,0,0,0,0,0,1
8647,1.8,1011,4.6,742,278,842,160.0,998,929,7.0,60.0,0.6055,2005,3,6,1,1,0,0,0,0,0,0,1
8648,0.9,867,2.1,590,116,1088,100.0,826,465,7.2,47.8,0.487,2005,3,6,2,1,0,0,0,0,0,0,1
8649,0.8,856,1.5,545,88,1166,78.5,803,398,7.2,47.3,0.483,2005,3,6,3,1,0,0,0,0,0,0,1
8650,0.7,859,1.3,527,60,1203,57.0,810,342,6.8,52.9,0.5245,2005,3,6,4,1,0,0,0,0,0,0,1
8651,0.6,859,0.8,479,51,1285,48.0,822,313,5.8,65.0,0.6029,2005,3,6,5,1,0,0,0,0,0,0,1
8652,0.5,842,0.6,454,33,1433,32.0,788,292,5.8,59.4,0.5502,2005,3,6,6,1,0,0,0,0,0,0,1
8653,0.6,856,1.1,505,80,1246,72.0,833,367,5.5,58.3,0.529,2005,3,6,7,1,0,0,0,0,0,0,1
8654,0.6,867,1.0,500,103,1219,86.0,818,387,5.9,54.8,0.5119,2005,3,6,8,1,0,0,0,0,0,0,1
8655,0.7,877,1.5,541,93,1148,79.0,829,399,7.3,48.7,0.5007,2005,3,6,9,1,0,0,0,0,0,0,1
8656,0.7,869,1.4,535,108,1162,87.0,783,376,9.4,39.9,0.4707,2005,3,6,10,1,0,0,0,0,0,0,1
8657,0.9,900,2.0,582,107,1081,85.0,792,377,11.2,33.8,0.449,2005,3,6,11,1,0,0,0,0,0,0,1
8658,1.0,899,2.3,603,122,1055,97.0,782,379,12.3,29.9,0.4255,2005,3,6,12,1,0,0,0,0,0,0,1
8659,1.0,895,2.6,624,122,1002,96.0,787,387,14.8,23.7,0.3945,2005,3,6,13,1,0,0,0,0,0,0,1
8660,1.4,992,6.7,844,156,830,113.0,990,552,13.1,26.6,0.399,2005,3,6,14,1,0,0,0,0,0,0,1
8661,3.0,1104,13.3,1095,246,609,163.0,1210,930,13.3,25.7,0.3914,2005,3,6,15,1,0,0,0,0,0,0,1
8662,1.5,933,4.0,711,205,912,146.0,850,554,12.0,27.7,0.3885,2005,3,6,16,1,0,0,0,0,0,0,1
8663,1.7,973,5.3,778,257,839,167.0,916,723,11.5,30.1,0.4067,2005,3,6,17,1,0,0,0,0,0,0,1
8664,2.3,1069,8.6,923,228,735,162.0,1036,875,10.1,33.2,0.4115,2005,3,6,18,1,0,0,0,0,0,0,1
8665,2.5,1055,6.2,821,321,797,194.0,942,949,8.6,38.1,0.4282,2005,3,6,19,1,0,0,0,0,0,0,1
8666,2.1,1032,5.3,778,270,834,185.0,926,869,8.0,41.2,0.4433,2005,3,6,20,1,0,0,0,0,0,0,1
8667,1.5,982,4.1,714,203,879,158.0,905,747,7.5,43.8,0.4551,2005,3,6,21,1,0,0,0,0,0,0,1
8668,1.4,968,3.5,680,201,918,156.0,891,740,6.8,46.9,0.465,2005,3,6,22,1,0,0,0,0,0,0,1
8669,1.4,979,4.1,718,207,883,157.0,903,807,6.1,46.3,0.4394,2005,3,6,23,1,0,0,0,0,0,0,1
8670,1.4,935,3.2,666,180,939,141.0,836,653,5.6,45.5,0.4187,2005,3,7,0,0,1,0,0,0,0,0,0
8671,1.2,942,3.2,666,140,960,116.0,848,553,5.4,48.8,0.4393,2005,3,7,1,0,1,0,0,0,0,0,0
8672,0.9,883,1.7,561,93,1080,84.0,785,412,5.1,51.2,0.4534,2005,3,7,2,0,1,0,0,0,0,0,0
8673,0.6,841,0.7,470,64,1311,59.0,708,289,5.3,51.0,0.4563,2005,3,7,3,0,1,0,0,0,0,0,0
8675,0.4,872,0.6,460,47,1359,45.0,755,288,4.5,63.1,0.5381,2005,3,7,5,0,1,0,0,0,0,0,0
8676,0.5,862,0.8,474,68,1312,59.0,753,310,5.2,54.5,0.486,2005,3,7,6,0,1,0,0,0,0,0,0
8677,0.7,917,1.7,562,131,1099,99.0,827,418,5.6,51.3,0.4712,2005,3,7,7,0,1,0,0,0,0,0,0
8678,1.5,1022,5.2,771,289,812,165.0,941,769,5.9,45.4,0.4244,2005,3,7,8,0,1,0,0,0,0,0,0
8679,1.9,1022,6.6,837,322,755,168.0,978,881,6.9,41.3,0.4145,2005,3,7,9,0,1,0,0,0,0,0,0
8680,1.6,961,5.5,789,330,839,169.0,910,816,8.6,34.2,0.3834,2005,3,7,10,0,1,0,0,0,0,0,0
8681,1.4,912,4.4,731,339,912,162.0,811,684,9.6,27.7,0.3308,2005,3,7,11,0,1,0,0,0,0,0,0
8682,1.3,896,4.4,731,316,911,155.0,799,627,10.6,25.3,0.3224,2005,3,7,12,0,1,0,0,0,0,0,0
8683,1.3,890,4.3,726,218,921,136.0,779,523,10.2,25.6,0.3181,2005,3,7,13,0,1,0,0,0,0,0,0
8684,1.2,891,4.5,740,177,919,124.0,788,502,10.0,25.2,0.3079,2005,3,7,14,0,1,0,0,0,0,0,0
8685,1.3,894,4.5,737,278,913,158.0,805,604,9.7,25.7,0.3088,2005,3,7,15,0,1,0,0,0,0,0,0
8686,1.4,907,4.8,753,313,886,167.0,819,682,9.7,26.8,0.3226,2005,3,7,16,0,1,0,0,0,0,0,0
8687,1.7,973,6.3,827,351,825,176.0,888,846,9.4,27.3,0.3216,2005,3,7,17,0,1,0,0,0,0,0,0
8688,2.5,1035,9.6,961,374,726,204.0,985,1027,7.9,28.0,0.2999,2005,3,7,18,0,1,0,0,0,0,0,0
8689,3.8,1146,15.0,1147,431,621,209.0,1148,1315,6.9,30.7,0.3066,2005,3,7,19,0,1,0,0,0,0,0,0
8690,4.2,1176,15.4,1162,468,600,224.0,1137,1363,6.1,33.3,0.3152,2005,3,7,20,0,1,0,0,0,0,0,0
8691,2.8,1057,8.9,935,368,720,211.0,982,1236,5.0,37.4,0.329,2005,3,7,21,0,1,0,0,0,0,0,0
8692,1.5,974,5.0,763,239,861,174.0,865,1076,4.2,40.9,0.3417,2005,3,7,22,0,1,0,0,0,0,0,0
8693,1.8,1044,6.5,834,292,781,181.0,924,1200,3.9,43.5,0.3538,2005,3,7,23,0,1,0,0,0,0,0,0
8694,1.5,988,4.4,734,205,860,157.0,868,1081,3.0,47.7,0.3658,2005,3,8,0,0,0,1,0,0,0,0,0
8695,1.5,1016,5.3,781,255,799,154.0,918,1174,2.5,52.1,0.3855,2005,3,8,1,0,0,1,0,0,0,0,0
8696,1.2,929,3.1,659,220,920,147.0,851,1033,2.0,53.5,0.3831,2005,3,8,2,0,0,1,0,0,0,0,0
8697,0.8,876,1.9,576,167,1040,124.0,815,900,1.0,56.7,0.3803,2005,3,8,3,0,0,1,0,0,0,0,0
8698,0.75,872,1.7,558,114,1054,101.0,807,853,0.5,59.4,0.3841,2005,3,8,4,0,0,1,0,0,0,0,0
8699,0.7,888,1.9,574,153,1035,114.0,820,886,1.4,56.8,0.3903,2005,3,8,5,0,0,1,0,0,0,0,0
8700,0.7,927,2.8,638,224,949,134.0,846,949,0.9,58.4,0.388,2005,3,8,6,0,0,1,0,0,0,0,0
8701,1.3,991,5.5,786,295,817,144.0,931,1037,0.3,61.0,0.3881,2005,3,8,7,0,0,1,0,0,0,0,0
8702,3.4,1317,18.3,1247,667,558,182.0,1360,1571,0.9,59.1,0.3913,2005,3,8,8,0,0,1,0,0,0,0,0
8704,4.1,1222,16.3,1188,666,554,219.0,1265,1683,7.7,34.6,0.3652,2005,3,8,10,0,0,1,0,0,0,0,0
8705,3.0,1109,12.3,1060,595,650,215.0,1091,1412,10.9,25.7,0.3341,2005,3,8,11,0,0,1,0,0,0,0,0
8706,1.9,959,7.4,875,421,797,191.0,864,1006,13.7,17.4,0.2715,2005,3,8,12,0,0,1,0,0,0,0,0
8707,1.8,964,8.1,902,292,780,162.0,882,855,14.0,16.8,0.2672,2005,3,8,13,0,0,1,0,0,0,0,0
8708,2.1,1006,10.8,1006,308,705,165.0,988,964,14.1,17.0,0.2729,2005,3,8,14,0,0,1,0,0,0,0,0
8709,2.3,1002,9.7,968,347,732,171.0,920,886,15.0,15.8,0.2678,2005,3,8,15,0,0,1,0,0,0,0,0
8710,2.3,997,9.9,975,377,739,164.0,926,947,16.5,14.9,0.2775,2005,3,8,16,0,0,1,0,0,0,0,0
8711,2.0,1019,9.6,964,325,729,168.0,957,984,15.8,16.7,0.2972,2005,3,8,17,0,0,1,0,0,0,0,0
8712,3.1,1192,16.5,1196,508,581,204.0,1222,1450,13.2,23.9,0.3597,2005,3,8,18,0,0,1,0,0,0,0,0
8715,3.2,1250,13.3,1094,500,600,215.0,1198,1629,8.5,42.4,0.4716,2005,3,8,21,0,0,1,0,0,0,0,0
8716,2.4,1156,8.4,916,463,687,206.0,1055,1490,7.5,44.0,0.4564,2005,3,8,22,0,0,1,0,0,0,0,0
8717,1.4,1064,5.4,783,258,785,167.0,954,1319,6.6,46.0,0.4505,2005,3,8,23,0,0,1,0,0,0,0,0
8718,1.4,1066,5.2,771,214,795,145.0,949,1247,5.5,49.6,0.4526,2005,3,9,0,0,0,0,1,0,0,0,0
8719,1.3,1031,4.6,741,191,821,133.0,927,1144,4.9,52.2,0.4567,2005,3,9,1,0,0,0,1,0,0,0,0
8720,1.0,973,3.2,663,154,889,117.0,887,1014,4.6,53.5,0.4584,2005,3,9,2,0,0,0,1,0,0,0,0
8721,0.8,937,2.2,600,133,985,103.5,873,885,4.7,53.1,0.4589,2005,3,9,3,0,0,0,1,0,0,0,0
8722,0.8,930,2.5,616,113,969,90.0,893,875,3.8,56.8,0.4614,2005,3,9,4,0,0,0,1,0,0,0,0
8723,0.9,949,2.8,640,167,902,112.0,909,971,2.3,63.5,0.463,2005,3,9,5,0,0,0,1,0,0,0,0
8724,0.9,979,3.9,707,235,851,120.0,959,1048,2.0,64.9,0.4657,2005,3,9,6,0,0,0,1,0,0,0,0
8725,1.7,1094,7.2,865,372,708,141.0,1061,1223,2.0,65.3,0.4688,2005,3,9,7,0,0,0,1,0,0,0,0
8730,2.3,1249,10.5,996,457,593,194.0,1198,1575,14.5,33.4,0.5488,2005,3,9,12,0,0,0,1,0,0,0,0
8731,2.4,1282,11.2,1023,369,573,159.0,1305,1461,15.7,34.6,0.6147,2005,3,9,13,0,0,0,1,0,0,0,0
8732,2.2,1253,10.3,988,285,589,123.0,1292,1314,16.1,36.3,0.6593,2005,3,9,14,0,0,0,1,0,0,0,0
8733,1.9,1222,8.6,924,279,612,121.0,1216,1147,17.3,34.5,0.6728,2005,3,9,15,0,0,0,1,0,0,0,0
8734,1.7,1201,7.6,882,198,638,102.0,1189,948,17.6,34.1,0.6781,2005,3,9,16,0,0,0,1,0,0,0,0
8735,1.9,1238,10.2,985,229,592,114.0,1271,1252,18.0,33.1,0.6779,2005,3,9,17,0,0,0,1,0,0,0,0
8736,3.8,1434,17.8,1234,477,476,168.0,1520,1676,14.6,41.0,0.6792,2005,3,9,18,0,0,0,1,0,0,0,0
8740,2.0,1165,7.3,870,298,671,148.0,1181,1482,9.7,60.0,0.7238,2005,3,9,22,0,0,0,1,0,0,0,0
8741,1.8,1177,6.6,837,265,670,137.0,1161,1448,8.3,64.2,0.7071,2005,3,9,23,0,0,0,1,0,0,0,0
8742,1.6,1135,5.7,800,196,705,123.0,1130,1304,7.8,65.5,0.6961,2005,3,10,0,0,0,0,0,1,0,0,0
8743,1.3,1070,4.5,739,155,767,109.0,1070,1186,7.5,65.9,0.6868,2005,3,10,1,0,0,0,0,1,0,0,0
8744,1.1,1034,4.1,715,131,801,98.0,1067,1051,6.1,72.1,0.6847,2005,3,10,2,0,0,0,0,1,0,0,0
8745,1.1,1014,4.4,731,148,784,96.0,1062,1038,4.6,78.2,0.6684,2005,3,10,3,0,0,0,0,1,0,0,0
8746,1.0,988,3.3,673,165,838,94.0,1034,969,4.0,80.9,0.667,2005,3,10,4,0,0,0,0,1,0,0,0
8747,0.8,975,3.3,668,169,874,95.0,1020,951,4.2,79.1,0.6611,2005,3,10,5,0,0,0,0,1,0,0,0
8748,0.9,984,3.5,681,224,852,101.0,1020,970,5.3,73.2,0.6577,2005,3,10,6,0,0,0,0,1,0,0,0
8749,1.3,1092,6.4,831,249,720,100.0,1143,1090,4.3,76.1,0.6395,2005,3,10,7,0,0,0,0,1,0,0,0
8751,3.9,1446,21.2,1328,665,439,168.0,1620,1833,7.5,64.5,0.6702,2005,3,10,9,0,0,0,0,1,0,0,0
8752,3.5,1316,13.7,1105,670,511,199.0,1372,1828,11.7,49.3,0.6772,2005,3,10,10,0,0,0,0,1,0,0,0
8753,2.7,1283,11.7,1039,500,549,168.0,1308,1724,14.7,41.2,0.6857,2005,3,10,11,0,0,0,0,1,0,0,0
8754,2.3,1223,10.6,999,428,578,161.0,1258,1547,17.4,33.2,0.6535,2005,3,10,12,0,0,0,0,1,0,0,0
8755,2.3,1176,9.8,969,367,612,153.0,1196,1300,18.8,26.2,0.5637,2005,3,10,13,0,0,0,0,1,0,0,0
8756,2.1,1041,9.1,945,306,692,145.0,1082,1000,19.1,18.1,0.3955,2005,3,10,14,0,0,0,0,1,0,0,0
8757,2.2,1008,9.2,946,334,705,148.0,1016,942,19.5,15.3,0.3431,2005,3,10,15,0,0,0,0,1,0,0,0
8758,1.8,962,5.9,807,268,821,131.0,901,745,20.2,14.4,0.337,2005,3,10,16,0,0,0,0,1,0,0,0
8759,1.9,1048,8.6,925,284,721,137.0,1022,941,19.8,16.0,0.3632,2005,3,10,17,0,0,0,0,1,0,0,0
8760,2.7,1145,12.7,1074,393,593,163.0,1186,1232,16.5,21.6,0.4012,2005,3,10,18,0,0,0,0,1,0,0,0
8761,4.7,1198,19.8,1291,603,531,219.0,1295,1527,14.5,18.3,0.2996,2005,3,10,19,0,0,0,0,1,0,0,0
8764,2.1,1085,7.6,882,426,705,184.0,985,1433,9.5,34.6,0.411,2005,3,10,22,0,0,0,0,1,0,0,0
8765,1.4,1017,4.9,760,254,806,151.0,922,1235,8.3,38.2,0.4203,2005,3,10,23,0,0,0,0,1,0,0,0
8766,1.4,1039,5.2,774,227,786,133.0,949,1173,7.7,41.7,0.4387,2005,3,11,0,0,0,0,0,0,1,0,0
8767,1.4,1027,4.8,751,221,798,135.0,936,1171,6.8,44.9,0.4472,2005,3,11,1,0,0,0,0,0,1,0,0
8768,1.0,952,3.2,662,155,905,111.0,887,1024,5.7,49.4,0.4551,2005,3,11,2,0,0,0,0,0,1,0,0
8769,0.8,930,2.4,609,120,968,90.0,864,928,5.7,50.1,0.4629,2005,3,11,3,0,0,0,0,0,1,0,0
8770,0.75,942,3.2,665,134,923,91.0,912,956,4.4,56.4,0.4761,2005,3,11,4,0,0,0,0,0,1,0,0
8771,0.7,897,2.1,594,128,999,89.0,870,871,4.9,55.2,0.4807,2005,3,11,5,0,0,0,0,0,1,0,0
8772,0.6,928,2.7,631,148,985,89.0,908,884,4.5,56.3,0.48,2005,3,11,6,0,0,0,0,0,1,0,0
8773,0.2,987,4.5,738,233,833,117.0,957,1010,3.8,59.7,0.4839,2005,3,11,7,0,0,0,0,0,1,0,0
8774,1.5,1272,13.8,1111,470,563,141.0,1279,1416,4.3,58.6,0.4915,2005,3,11,8,0,0,0,0,0,1,0,0
8778,1.0,1203,9.3,951,339,618,162.0,1162,1305,17.2,30.6,0.5949,2005,3,11,12,0,0,0,0,0,1,0,0
8779,1.5,1258,12.1,1052,354,551,172.0,1297,1205,17.8,33.3,0.6741,2005,3,11,13,0,0,0,0,0,1,0,0
8780,2.2,1328,14.2,1123,466,508,182.0,1404,1339,18.8,31.8,0.6853,2005,3,11,14,0,0,0,0,0,1,0,0
8781,1.7,1260,12.3,1059,417,544,180.0,1319,1161,19.3,29.9,0.6604,2005,3,11,15,0,0,0,0,0,1,0,0
8782,1.1,1201,10.2,985,289,585,156.0,1252,996,18.8,31.5,0.6752,2005,3,11,16,0,0,0,0,0,1,0,0
8783,1.3,1161,10.4,992,324,601,168.0,1211,906,18.2,28.1,0.5817,2005,3,11,17,0,0,0,0,0,1,0,0
8784,1.5,1254,13.9,1112,376,533,181.0,1349,1161,16.0,35.3,0.6356,2005,3,11,18,0,0,0,0,0,1,0,0
